DEM.tif,dis-gthc.tif,dis-railway.tif,dis-wator.tif,dis-zf.tif,dis_cityway11.tif,dis_cityway2.tif,dis_cityway3.tif,dis_cityway4.tif,dis_mainway.tif,gdp2015.tif,rainfall20002020.tif,rk2015.tif,slope1.tif,solid.tif,temprature2000-20201.tif,wind2000-20201.tif,Type
0.268683,0.143963,0.13407,0.328555,0.060988,0.150093,0.0866341,0.0431373,0.0380118,0.0561505,0.124131,0.830508,0.112431,0.19823,0.00357143,0.398074,0.542688,0
0.189798,0.0152807,0.00535179,0.038711,0.0731217,0.387326,0.0701941,0.0180839,0.00448971,0.0170393,0.0101725,0.889142,0.0190891,0.0189579,0.428571,0.411006,0.341268,0
0.0628707,0.236789,0.0706963,0.42764,0.238149,0.220656,0.107661,0.259314,0.305646,0.00779849,0.00907803,0.546858,0.0364328,0.0189579,0.428571,0.433134,0.649628,0
0.188612,0.0333355,0.00389765,0.0814423,0.0939233,0.369851,0.105838,0.0336384,0.0120351,0.00721588,0.0101082,0.88673,0.0142412,0.033244,0.428571,0.418277,0.355236,0
0.236062,0.177652,0.152017,0.372432,0.177529,0.188876,0.0689838,0.0198437,0.0364004,0.0738929,0.0273629,0.855334,0.0163545,0.0469924,0.428571,0.417751,0.49535,0
0.0699881,0.127336,0.0239198,0.272479,0.156909,0.122675,0.0093907,0.0390096,0.249129,0.0176162,0.0412053,0.682354,0.0282405,0.100047,0.00428571,0.435783,0.647214,0
0.163108,0.115127,0.108648,0.256079,0.0225835,0.133498,0.0260478,0.00898936,0.0128452,0.0247369,0.121813,0.822902,0.253231,0.171707,0.00357143,0.419794,0.564773,0
0.110913,0.0647856,0.0518763,0.0446899,0.0872373,0.0709865,0.0815424,0.153843,0.125548,0.00288635,0.0169972,0.706225,0.0733384,0.0189579,0.00357143,0.407501,0.632907,0
0.302491,0.136402,0.106385,0.298791,0.0493558,0.123367,0.0572253,0.0393174,0.0446138,0.0717768,0.109001,0.829054,0.111115,0.061231,0.00357143,0.419928,0.556257,0
0.104982,0.29641,0.29236,0.213356,0.387805,0.31423,0.0125989,0.475196,0.521706,0.0451832,0.00573011,0.290196,0.024681,0.033244,0.00357143,0.411133,0.663649,0
0.1121,0.0735769,0.0129495,0.163,0.0956419,0.0736346,0.0457617,0.0706655,0.1992,0.0187613,0.0164821,0.705839,0.0283032,0.104822,0.00357143,0.444992,0.649739,0
0.180902,0.151602,0.102855,0.424341,0.168154,0.14961,0.062605,0.239453,0.280911,0.000645408,0.00257533,0.485534,0.0134026,0.144829,0.00357143,0.434311,0.674781,0
0.292408,0.132216,0.124925,0.173013,0.16156,0.502991,0.0496547,0.0245548,0.0232668,0.0308853,0.00302601,0.907202,0.00562584,0.0371636,0.5,0.359747,0.259461,0
0.149466,0.101036,0.0869924,0.210365,0.0239622,0.114341,0.00848457,0.0169629,0.0290108,0.0139623,0.146343,0.816305,0.149741,0.0495601,0.428571,0.420749,0.566966,0
0.164887,0.0417994,0.0322985,0.0687127,0.0597382,0.0481861,0.0372162,0.14554,0.156153,0.0249131,0.0419135,0.692451,0.0732102,0.0594083,0.00357143,0.405635,0.638772,0
0.0646501,0.152433,0.0112372,0.309542,0.179227,0.140424,0.0253119,0.0609487,0.320563,0.00322704,0.0159027,0.670588,0.0269674,0.033244,0.428571,0.454996,0.680171,0
0.285291,0.130325,0.0864765,0.294683,0.0590608,0.104079,0.0343442,0.0222262,0.0455062,0.0517052,0.108614,0.827463,0.110449,0.194536,0.00357143,0.441995,0.570198,0
0.180308,0.0282688,0.00128256,0.103818,0.170017,0.311937,0.101392,0.0334087,0.0109596,0.0200804,0.00302601,0.881863,0.00557874,0.0829091,0.428571,0.45317,0.389366,0
0.205813,0.119963,0.0804959,0.273239,0.0546165,0.098528,0.0155987,0.0190693,0.0498141,0.0330736,0.120976,0.821415,0.110501,0.124192,0.00357143,0.441062,0.578771,0
0.198695,0.186259,0.0141663,0.271115,0.218101,0.171163,0.0730462,0.117205,0.338624,0.0210723,0.0023178,0.625218,0.0124625,0.063218,0.00357143,0.45347,0.687525,0
0.111507,0.057434,0.036924,0.0953466,0.0676172,0.115205,0.0616987,0.0589699,0.0876166,0.0171853,0.0427505,0.800664,0.0308467,0.0672177,0.428571,0.44261,0.598102,0
0.311981,0.12895,0.115023,0.319178,0.134992,0.142184,0.0612596,0.070171,0.0357814,0.0290075,0.0303245,0.851541,0.0184765,0.11552,0.00357143,0.460179,0.521652,0
0.229537,0.0574181,0.0467056,0.161076,0.13741,0.362883,0.150524,0.0381796,0.0595714,0.0673269,0.00302601,0.886873,0.00558519,0.0495601,0.428571,0.436857,0.360123,0
0.0658363,0.238047,0.00649526,0.232755,0.23996,0.21747,0.0385512,0.199484,0.35518,0.00635653,0.00218903,0.597662,0.0121385,0.133078,0.00357143,0.451332,0.69423,0
0.0948992,0.112313,0.102494,0.271622,0.14556,0.125072,0.122274,0.275716,0.245895,0.137375,0.00180273,0.454661,0.0107956,0.0315395,0.428571,0.436493,0.690364,0
0.116251,0.117417,0.113109,0.197872,0.161469,0.138735,0.0689942,0.329881,0.262683,0.152427,0.00173835,0.423499,0.010479,0.14316,0.00357143,0.437636,0.696692,0
0.188019,0.122721,0.0650426,0.273222,0.0302797,0.0842774,0.00768311,0.0133049,0.0115325,0.0219439,0.267577,0.831261,0.151876,0.145381,0.428571,0.466714,0.575449,0
0.069395,0.129742,0.124902,0.159008,0.181802,0.15337,0.00299975,0.372816,0.282153,0.105849,0.0023178,0.407353,0.0348478,0.0306516,0.00357143,0.435358,0.700214,0
0.0948992,0.454861,0.452184,0.0929286,0.567476,0.45999,0.218066,0.641581,0.741401,0.00658189,0.00791913,0.176115,0.00793177,0.0853454,0.428571,0.402221,0.703046,0
0.0581257,0.00557573,0.00155533,0.027467,0.0376428,0.0391313,0.00516097,0.218463,0.178899,0.030341,0.0497682,0.71857,0.0869158,0.0166278,0.00357143,0.435192,0.65483,0
0.0948992,0.512552,0.510278,0.0849241,0.63691,0.51512,0.318759,0.695105,0.824541,0.0783739,0.000836982,0.125961,0.00724504,0.0423657,0.00357143,0.395189,0.714926,0
0.213523,0.105351,0.051326,0.262142,0.032978,0.070148,0.0339489,0.0183474,0.0263494,0.0135536,0.244721,0.825744,0.125449,0.0751162,0.428571,0.46423,0.584472,0
0.110913,0.134071,0.0554571,0.353409,0.116856,0.12103,0.0197983,0.155298,0.230347,0.0485431,0.0019315,0.518223,0.0110034,0.0634349,0.00357143,0.450485,0.686069,0
0.205813,0.0733079,0.0154722,0.0245357,0.267409,0.202196,0.0801803,0.019714,0.00776303,0.0641264,0.0262683,0.868597,0.0155957,0.0262862,0.428571,0.492355,0.469142,0
0.0978648,0.116384,0.0505471,0.362081,0.10572,0.106993,0.0096739,0.163942,0.212424,0.0541835,0.00186711,0.502744,0.0132127,0.0297371,0.00428571,0.448469,0.689328,0
0.0865955,0.480492,0.478048,0.0797108,0.597195,0.483819,0.25676,0.679068,0.777083,0.0277825,0.000901365,0.142691,0.00749976,0.042039,0.428571,0.397521,0.711041,0
0.190985,0.129636,0.0632965,0.20659,0.180002,0.135828,0.0581209,0.0807205,0.0161879,0.0630818,0.0626449,0.873586,0.0416724,0.27177,0.00357143,0.489444,0.517362,0
0.144128,0.106314,0.0482002,0.231496,0.0128229,0.068382,0.00662666,0.0340244,0.00911722,0.0143304,0.161666,0.831261,0.165692,0.110368,0.428571,0.466714,0.575449,0
0.104389,0.125323,0.0473649,0.34922,0.105716,0.112046,0.0160983,0.147685,0.216731,0.0602169,0.00186711,0.518223,0.0110294,0.0580032,0.00428571,0.450485,0.686069,0
0.103203,0.124224,0.0471448,0.351163,0.105033,0.11118,0.014311,0.148362,0.215659,0.0600264,0.00186711,0.518223,0.0110294,0.042039,0.00428571,0.450485,0.686069,0
0.262159,0.103615,0.0269894,0.0586685,0.232815,0.175327,0.0994,0.00601356,0.0172987,0.108446,0.0261396,0.866127,0.0178406,0.361807,0.00357143,0.493402,0.481804,0
0.240807,0.0593547,0.0432382,0.176338,0.0628064,0.0782192,0.0455962,0.0605057,0.103517,0.0548938,0.0197656,0.813425,0.0342548,0.150339,0.00357143,0.46159,0.595829,0
0.300119,0.0706967,0.0398165,0.22218,0.0386178,0.0663494,0.00419965,0.0429948,0.0719408,0.0664488,0.0199588,0.811798,0.0345607,0.0638664,0.00357143,0.482367,0.610736,0
0.240807,0.0690289,0.00128256,0.0257182,0.26253,0.198004,0.056796,0.0221205,0.0101934,0.0418521,0.0260108,0.866717,0.0153925,0.108884,0.00357143,0.511494,0.481886,0
0.147687,0.0759969,0.0654904,0.247871,0.0980912,0.0874692,0.0480896,0.230736,0.189029,0.15106,0.00180273,0.456341,0.0106541,0.136068,0.00428571,0.447717,0.707334,0
0.0806643,0.428508,0.425789,0.0791709,0.532895,0.433116,0.157514,0.658185,0.700238,0.00376334,0.00791913,0.1774,0.0324987,0.0367905,0.428571,0.405267,0.706758,0
0.325623,0.0679824,0.0328407,0.210376,0.0313168,0.0596477,0,0.0517996,0.0705392,0.0782223,0.0200876,0.811798,0.0344779,0.033244,0.00357143,0.482367,0.610736,0
0.110913,0.110739,0.0326427,0.335907,0.0859806,0.0964792,0.014708,0.135077,0.192774,0.0887594,0.00186711,0.503402,0.0114302,0.0872444,0.00428571,0.454805,0.69879,0
0.302491,0.0494209,0.0301734,0.183971,0.0555111,0.0656275,0.0370077,0.0726699,0.103985,0.0820912,0.0197013,0.811798,0.034172,0.0984026,0.00357143,0.482367,0.610736,0
0.321471,0.0623531,0.0289292,0.197735,0.033364,0.0588137,0.00899925,0.0594675,0.0778575,0.0893488,0.0200876,0.811798,0.0344779,0.129704,0.00357143,0.482367,0.610736,0
0.220641,0.092029,0.00793067,0.0536636,0.22716,0.170298,0.0998299,0.00425223,0.0186067,0.0982738,0.0291656,0.864222,0.0177556,0.193264,0.428571,0.513223,0.494829,0
0.205813,0.0258397,0.0189751,0.0371372,0.239851,0.270201,0.0496366,0.0363925,0.021657,0.0727023,0.0260108,0.876249,0.015394,0.0148727,0.00357143,0.491567,0.426076,0
0.0883749,0.422399,0.419723,0.0488391,0.523926,0.426311,0.139376,0.673745,0.689584,0,0.00103013,0.194081,0.00791761,0.154784,0.428571,0.407735,0.702836,0
0.132859,0.0866646,0.0196736,0.17172,0.00732758,0.0408949,0.00134153,0.0713446,0.0266279,0.00204096,0.271311,0.829329,0.260124,0.0319742,0.428571,0.48957,0.589945,0
0.088968,0.0857341,0.0805236,0.0940369,0.129477,0.110813,0.0323973,0.322028,0.216822,0.0566784,0.00167396,0.424407,0.0102422,0.0423657,0.00357143,0.442837,0.703873,0
0.0800712,0.0618857,0.0578993,0.182405,0.0907398,0.082935,0.0529488,0.255788,0.178843,0.0926717,0.00869173,0.440423,0.0105945,0.119318,0.00428571,0.44529,0.700541,0
0.0735469,0.0738591,0.0325537,0.272875,0.076767,0.0702717,0.0455725,0.172016,0.161231,0.138018,0.00875612,0.487841,0.0353684,0.0634349,0.00428571,0.45248,0.701692,0
0.305457,0.0648321,0.0642041,0.165798,0.088239,0.0768428,0.0467884,0.128848,0.0349232,0.0598422,0.0298738,0.83898,0.0181527,0.109999,0.00357143,0.496972,0.570488,0
0.26038,0.0288549,0.0171087,0.146942,0.0606939,0.0543502,0.00858998,0.104912,0.132913,0.107155,0.0423642,0.805106,0.0339609,0.0802269,0.00357143,0.480979,0.619382,0
0.305457,0.0640348,0.0633942,0.16437,0.088074,0.0764852,0.0493274,0.128019,0.0346724,0.0612049,0.0626449,0.836772,0.0181527,0.0756612,0.00357143,0.520329,0.585036,0
0.0901542,0.0169007,0.0159617,0.0987123,0.0164204,0.0174405,0.0139157,0.217267,0.244345,0.0717768,0.0186711,0.736221,0.033599,0.11098,0.00357143,0.494153,0.689566,0
0.0948992,0.0591448,0.0552973,0.186858,0.0866851,0.0797087,0.0464913,0.250718,0.174225,0.0935574,0.00173835,0.457112,0.0105945,0.12332,0.00428571,0.453346,0.705004,0
0.169039,0.10294,0.0433823,0.260699,0.128029,0.0952618,0.0376585,0.105218,0.0118348,0.11237,0.062838,0.86408,0.0418048,0.171937,0.00357143,0.530986,0.556548,0
0.213523,0.0442668,0.0111984,0.14981,0.0445197,0.0484492,0.0169798,0.0906417,0.102236,0.117217,0.0428148,0.810059,0.0747505,0.207883,0.00357143,0.503281,0.625908,0
0.215896,0.0577106,0.0463614,0.14176,0.0685533,0.063449,0.0241848,0.110998,0.0340464,0.039707,0.242853,0.836772,0.0182047,0.0978479,0.00428571,0.520329,0.585036,0
0.0557533,0.0224759,0.00248853,0.0689042,0.00431571,0.00942094,0.0011999,0.192613,0.271212,0.0679366,0,0.726106,0,0.0262862,0.00357143,0.492798,0.702874,1
0.0699881,0.066923,0.0206057,0.248693,0.0621719,0.0597538,0.0367197,0.160131,0.144335,0.156154,0.00186711,0.488502,0.0108887,0.0889486,0.00428571,0.458579,0.711019,0
0.0919336,0.0790641,0.0119062,0.26104,0.0534981,0.0649171,0.00536612,0.135657,0.147216,0.128516,0.0019315,0.504004,0.0109446,0.446783,0.00428571,0.461159,0.708419,0
0.147687,0.0703141,0.000933199,0.151785,0.0108431,0.0196435,0.0084207,0.056337,0.0678146,0.0249131,0.14454,0.821958,0.147849,0.00743685,0.00357143,0.509049,0.613871,0
0.160142,0.0318624,0.00870986,0.100402,0.0280547,0.0281345,0.00933303,0.0988276,0.0992437,0.118946,0.0428792,0.810059,0.0748841,0.141186,0.00357143,0.503281,0.625908,0
0.213523,0.0672752,0.00695566,0.112418,0.173494,0.127447,0.0549241,0.00658075,0.00923048,0.1209,0.062001,0.857323,0.0483385,0.130941,0.428571,0.556274,0.534703,0
0.218861,0.0670915,0.00793067,0.110396,0.175034,0.128632,0.0579348,0.00896449,0.0110164,0.120029,0.062001,0.857323,0.0412272,0.196985,0.428571,0.556274,0.534703,0
0.0776987,0.0404928,0.0216454,0.0393793,0.0271077,0.0277769,0.0093907,0.209207,0.298221,0.105772,0,0.725405,0,0.0814115,0.00357143,0.505564,0.718104,0
0.141756,0.0566331,0.0158033,0.128649,0.00595857,0.00842742,0.0023998,0.0359202,0.055129,0.0179326,0.651494,0.819909,0.454412,0.0423657,0.00357143,0.531563,0.628917,0
0.0800712,0.0400223,0.0175966,0.194759,0.0390077,0.039196,0.0243109,0.179601,0.115988,0.10782,0.00875612,0.473538,0.0354683,0.201848,0.428571,0.461833,0.710081,0
0.0735469,0.0274551,0.0228629,0.168305,0.0541644,0.0528334,0.0457892,0.23735,0.13066,0.0469864,0.00309039,0.457839,0.0151748,0.128035,0.00428571,0.458974,0.713004,0
0.206406,0.0679226,0.00286789,0.152263,0.133273,0.0962017,0.0197346,0.0434775,0.0381673,0.113958,0.0620654,0.872271,0.0411831,0.177647,0.00357143,0.556721,0.547273,0
0.0670225,0.234818,0.0108205,0.0341508,0.200884,0.164411,0.0613154,0.139548,0.308666,0.145172,0.00199588,0.598754,0.0360246,0.0859832,0.00357143,0.484055,0.745195,0
0.07414,0.0248989,0.0226246,0.185123,0.0422662,0.0448214,0.0233441,0.217065,0.120577,0.0690948,0.0019315,0.457839,0.01106,0.128454,0.00428571,0.458974,0.713004,0
0.154211,0.0440023,0.0125202,0.0912282,0.0353421,0.0338222,0.0244217,0.0702457,0.0701759,0.0173181,0.25367,0.829989,0.26135,0.10286,0.428571,0.539748,0.609975,0
0.131673,0.0648719,0.0246116,0.180705,0.0788808,0.0573842,0.00059995,0.0924811,0.00291893,0.126055,0.0623873,0.85595,0.041466,0.0469924,0.642857,0.551284,0.582134,0
0.1293,0.0607225,0.0242632,0.171062,0.0747201,0.0545123,0.00379442,0.0893281,0.000644685,0.121982,0.0623873,0.85595,0.041466,0.00525871,0.642857,0.551284,0.582134,0
0.122183,0.0620031,0.059231,0.115038,0.0680259,0.0583016,0.0125989,0.283736,0.288318,0.16729,0.0409477,0.745054,0.0716192,0.136068,0.00357143,0.509569,0.698875,0
0.145314,0.071723,0.00189214,0.17919,0.110771,0.0786943,0.00169691,0.0579504,0.0527323,0.111299,0.0621298,0.867127,0.0412879,0.0730824,0.642857,0.555937,0.55937,0
0.123962,0.0412754,0.0218545,0.125469,0.0607047,0.0466259,0.00247366,0.0851627,0.00277289,0.106651,0.0471285,0.849829,0.0424123,0.0283098,0.642857,0.547815,0.5928,0
0.07414,0.0157857,0.0129905,0.165935,0.0372367,0.0397267,0.0348178,0.221012,0.111051,0.0506594,0.0133917,0.457839,0.0518162,0.182661,0.00428571,0.458974,0.713004,0
0.128707,0.0127146,0.00964306,0.04531,0.0200765,0.0197056,0.00899925,0.122424,0.113165,0.0684802,0.122006,0.801745,0.304964,0.174517,0.00357143,0.521022,0.649969,0
0.123369,0.0328557,0.0187571,0.105849,0.0549353,0.043281,0.00384155,0.0838884,0.00796127,0.0951993,0.0748133,0.849829,0.0502651,0.0484358,0.642857,0.547815,0.5928,0
0.154804,0.0160858,0.015012,0.0544901,0.0358693,0.0350737,0.0326408,0.0568714,0.0453415,0.0529274,0.0642544,0.834462,0.044264,0.122001,0.00357143,0.543893,0.599807,0
0.14828,0.0159665,0.0145804,0.0610045,0.0418041,0.039472,0.0309658,0.0612118,0.0370483,0.0649846,0.0662503,0.834462,0.044264,0.111831,0.00357143,0.543893,0.599807,0
0.0978648,0.0105792,0.00902093,0.0442484,0.00460918,0.00680604,0.000848457,0.103038,0.0932779,0.08344,0.122006,0.801745,0.26964,0.0367905,0.642857,0.521022,0.649969,0
0.113879,0.174845,0.171105,0.152254,0.216361,0.183714,0.0555756,0.486644,0.321984,0.143561,0.00141643,0.346301,0.0091823,0.0904692,0.00357143,0.443226,0.683726,0
0.131079,0.0328557,0.00923296,0.0401846,0.00629117,0.0135888,0.0123683,0.0467769,0.0401701,0.0375725,0.25676,0.822909,0.387224,0.0527883,0.428571,0.558688,0.634831,0
0.0278766,0.0278632,0.023792,0.135055,0.055689,0.0486123,0.00268306,0.26233,0.118798,0.0121775,0.00888488,0.44277,0.0357298,0.0210312,0.428571,0.461504,0.7237,0
0.116251,0.19301,0.189532,0.15996,0.235877,0.199688,0.054806,0.514607,0.345365,0.151705,0.00199588,0.329977,0.0113127,0.0672177,0.00357143,0.440235,0.687247,0
0.160142,0.0127146,0.0164159,0.177898,0.234826,0.209411,0.00512597,0.00902653,0.0461344,0.0537978,0.061486,0.86521,0.0408522,0.203566,0.428571,0.559847,0.492657,0
0.0266904,0.0146707,0.00747854,0.0986154,0.0153534,0.0139955,0.00216315,0.20834,0.0693823,0.0147176,0.00907803,0.458526,0.105818,0.042039,0.643,0.46459,0.721119,0
0.129893,0.0890238,0.0797132,0.108403,0.0971492,0.0800371,0.0165938,0.308428,0.345272,0.225416,0.040497,0.744035,0.0706948,0.044893,0.00357143,0.523836,0.724804,0
0.024911,0.0200726,0.0115137,0.0872205,0.0103628,0.0098528,0.00804917,0.205074,0.0614533,0.011104,0.0305176,0.474164,0.112591,0.0117583,0.643,0.467683,0.718476,0
0.150652,0.043505,0.0288219,0.0832651,0.0712113,0.0484305,0.00885816,0.176499,0.156219,0.0265325,0.100888,0.769951,0.102485,0.133782,0.00357143,0.544112,0.697188,0
0.190985,0.0431506,0.0332507,0.0803178,0.0704005,0.0436131,0.0208002,0.168383,0.14644,0.0445331,0.100953,0.780106,0.0145566,0.25046,0.00357143,0.54991,0.689468,0
0.113286,0.00909637,0.00818288,0.0555188,0.01091,0.00814351,0.00779935,0.0137016,0.00876866,0.0202559,0.248777,0.831158,0.256255,0.0475751,0.00378571,0.586835,0.640246,0
0.0765125,0.176271,0.164555,0.238435,0.206067,0.177474,0.0858579,0.487106,0.308844,0.22124,0.00141643,0.34731,0.00910856,0.0148727,0.428571,0.447483,0.689963,0
0.126928,0.111827,0.102788,0.117046,0.12543,0.102367,0.0513334,0.342195,0.346452,0.255664,0.0175766,0.742926,0.0705625,0.241482,0.00357143,0.538139,0.740575,0
0.118031,0.063436,0.0519118,0.127592,0.0954988,0.0627897,0.00134153,0.194807,0.172954,0.0703968,0.060649,0.76767,0.0402487,0.0984026,0.428571,0.559975,0.712942,0
0.0640569,0.0895012,0.0880516,0.149349,0.0870344,0.0843627,0.018791,0.3445,0.165508,0.15106,0.00225341,0.412559,0.0349276,0.0423657,0.00428571,0.465254,0.684373,0
0.160735,0.0444038,0.0221054,0.0931757,0.158611,0.149755,0.0392314,0.00047247,0.0271266,0.053759,0.061164,0.855248,0.0406253,0.16417,0.00357143,0.614384,0.548979,0
0.0219454,0.0514364,0.0235364,0.0121992,0.0154902,0.0119182,0.0116489,0.220218,0.0387508,0.0480948,0.0126191,0.459784,0.0518318,0.0262862,0.428571,0.47575,0.737614,1
0.190985,0.0564334,0.0355011,0.119272,0.0442311,0.0379958,0.0197893,0.106835,0.0959693,0.0958555,0.025367,0.796437,0.0149324,0.128035,0.00357143,0.582502,0.688427,0
0.174377,0.078564,0.0657492,0.16304,0.114296,0.0780113,0.0239755,0.217378,0.195483,0.0900731,0.0604558,0.76767,0.0400793,0.124192,0.00357143,0.559975,0.712942,0
0.163108,0.0285617,0.026768,0.0993697,0.0222427,0.0205814,0.0191984,0.0304917,0.0545702,0.0148444,0.241759,0.813234,0.147448,0.146022,0.00357143,0.599071,0.669563,0
0.0213523,0.0559611,0.0169381,0.00592775,0.0117821,0.0104239,0.0170538,0.213381,0.0300523,0.034231,0.0126191,0.475292,0.0490497,0.0283098,0.428571,0.479311,0.735539,1
0.168446,0.0609364,0.0377456,0.126062,0.045902,0.0405573,0.0148541,0.1025,0.0938287,0.091393,0.238411,0.796437,0.245493,0.0814115,0.00357143,0.582502,0.688427,0
0.173191,0.0279968,0.0174114,0.140822,0.128148,0.0912779,0.0208261,0.00553012,0.039151,0.0477863,0.0612928,0.851738,0.0406371,0.0984026,0.642857,0.625767,0.59037,0
0.024911,0.0579983,0.0228755,0.0238955,0.0246033,0.0211088,0.00169691,0.232905,0.0487601,0.0458648,0.00811228,0.459784,0.0330005,0.0484358,0.643,0.47575,0.737614,0
0.11981,0.134453,0.110001,0.193855,0.144053,0.129489,0.0841685,0.415543,0.232384,0.222934,0.00148081,0.380587,0.00956887,0.0315395,0.00428571,0.458416,0.690262,0
0.144128,0.0408971,0.0219274,0.117899,0.0457766,0.0402156,0.045533,0.0302418,0.00273516,0.0595247,0.0617435,0.828309,0.0410043,0.0814115,0.00357143,0.610458,0.65867,0
0.182681,0.0426971,0.0274374,0.126323,0.0502976,0.0420253,0.050156,0.0381064,0.00880413,0.067817,0.0617435,0.828309,0.0410043,0.211737,0.00357143,0.610458,0.65867,0
